,thread_title,thread_id
8436,Vaccinations Schmaccination,a48583159
8439,Lord jesus no..** update page 4,a66637135
8440,Has anyone...,a64111759
8441,MMR vaccine? New research,a43891645
8442,"Babys due around Turkey day, are you going to skip the holiday this year or go?",a66530134
8443,4 year vaccines,a60020218
8445,How have your LOs handled the 15 month vaccines?,a51238381
8446,Please make sure your TDAP vaccine is ip to date--possible Trigger,a46039177
8447,Help! Moms that don't vaccine or delay vaccines (Long),a41026072
8448,ADVICE Are you asking your family and friends to get the pertussis vaccine?,a35187268
8451,For those who refuse vaccines,a44532985
8452,Do babies always get a fever after vaccinations?,a58480351
8453,Vaccinations - what are your opinions on it?,a39678886
8454,New Study on Delayed Vaccines tied to increase in pertussis.,a44555809
8455,Vent - MIL and TDap,a51858496
8456,Who is NOT doing a baby shower?,a68337877
8458,"Not looking to start a debate, just advice",a46856776
8459,4 month vaccinations...,a44533837
8460,Vaccinations?,a36518299
8461,working mamas & LO's doctors appt.....,a69254708
8462,Non vaccinating?,a37946017
8463,Baby crying after vaccination,a62401399
8467,6 month check up and no flu vaccine,a46533946
8469,"12 month old - sick, reaction to shots, or cow milk allergy?",a70366604
8471,unvaccinated children.. danger to pregnant women?,a67439188
8472,Trigger ** vaccinations,a32763663
8473,mil and vaccines *vent*,a53503747
8474,Chicken pox vaccine,a64710130
8475,"If you choose to vaccinate, how would handle a mom friend who doesn't?",a45203470
8476,Measles cases tripled in 2013.,a46251262
8477,Tdap vaccine.... Update pg 3,a57508924
8478,ftm! natural birth advice? vaccines? vitamin k? circumcision?,a37781209
8480,Dr. Bhb. Who is right?,a69396722
8481,School Research Project on Kids and Vaccinations,a53068048
8482,This kid spit out all of the rotavirus vaccine,a60074056
8483,Vaccines and pediatricians,a45768721
8484,Whopping cough vaccine ?,a54105862
8485,Pertussis Vaccine,a46695841
8486,No vaccinations!!!,a34577017
8487,Bump under skin after vaccines?,a62105023
8488,When will you/ did you give MMR vaccine?,a49370716
8489,"Vaccinations (none, partial or all)???",a45907252
8490,Vaccinations for family members?,a45691615
8491,asking people to get flu/whooping cough vaccines?,a58965892
8492,FORCED to get Flu Shot! *HELP*,a45469846
8493,Vaccinations *poll*,a39833104
8495,3month and fever after vaccine,a62888983
8497,For moms who Vaccinate,a33563269
8498,Who vaccinates?,a39108919
8499,vaccinations? whooping cough,a60342853
8500,Increased startle reflex after vaccines?,a62641993
8501,"MIL is exhausting and I pretty much wish she would just eff off...(Not a rant, I promise!)",a54283606
8502,Baby's Temperment Off after 2 Month Vaccines - Really Worried,a60356293
8503,LO more than 7hrs of sleep after vaccines,a58689964
8504,Vaccinations causing a rise in Autism?,a29397101
8505,New Vaccine Research Released,a38233603
8507,*poll* did you vaccinate?,a41563084
8508,Interesting read about vaccines from CDC *trigger??*,a36609370
8509,Poll for those who do not vaccinate or vaccinate on an alternate schedule,a49016704
8510,Anyone else feel sick after tdap?,a69127808
8511,VACCINE STUDY FAKED...,a49940419
8513,Devastated after giving newborn Tylenol.,a66162760
8514,Tactics and tropes of the anti vaccine movement,a45347839
8515,sleeping after 2 month vaccine,a61953061
8516,Vaccines....?,a48227764
8517,Donald Trump believes vaccines cause autism,a32764135
8518,Vaccines Debate,a48056293
8519,"Delaying vaccines, any actual research papers to back that up?",a62153353
8520,DAYCARE AND VACCINATIONS,a58085368
8521,"vaccinations during pregnancy, safe?",a47744095
8524,Hep B vaccine at birth? For or against?,a55741123
8525,Anyone have wierd reactions to the 4 month vaccines?,a51030889
8526,MIL Concerns with Upcoming LO- LONG,a65918098
8527,Mmr vaccination - when is it given?,a50077060
8528,Whooping Vaccine,a54513097
8529,Where do you get TDAP done and when?,a67043956
8530,New vaccine - yes or no? (POLL),a50025655
8531,considering not getting TDap,a59204698
8533,102.2 fever UPDATE!,a57568282
8534,Did you/will you make people show proof of Pertussis (whooping cough) vaccine?,a48853558
8535,Vaccine reaction? Small rash?,a67716724
8538,Anti-Vax and Trump support,a64073269
8540,Day after vaccine...feel terrible,a44788795
8541,H1N1 Virus Vaccine (aka Swine flu vaccine),a13788545
8542,Vaccinating your kids?,a36245320
8543,travelers needing vaccines ok to be around newborn?,a57649210
8544,vaccinate!!,a37327333
8545,Whooping cough vaccine?,a57485485
8546,Only been awake 30 minutes today? Vaccines.,a62664124
8547,Vaccines or no???,a45076699
8549,Synagis vaccine,a45719326
8550,Does this look normal? Vaccine question,a60772996
8552,early MMR Vaccination?,a55050217
8553,Vaccines: no debates please. Anyone choose delayed schedule?,a61318819
8555,2 Month Vaccines,a53919994
8556,Vaccine and Autism Assciation Study,a28476609
8557,Lessons from a Kansas graveyard,a47639557
8558,Questions about the tdap vaccine,a49533661
8559,Tdap and colitis,a69519020
8560,Whooping Cough vaccination? For DH and I?,a44154793
8561,Delaying 4 month vaccines,a52713439
8563,Whooping Cough vaccine,a44286019
8565,"Advice needed *trigger* update pg 7, 11, ? 13, 15 , 17, ?/suggestions 20",a62755465
8566,Tdap vaccine *poll*,a52516555
8568,Mumps,a65027215
8569,Hep B shot,a70216241
8571,Jenny McCarthy,a49885837
8572,Jimmy Kimmel on Vaccinating your children,a55516600
8574,To vaccinate or not to vaccinate...,a42286579
8575,tdap vaccine?,a56946058
8576,people getting in my business seriously. vent,a57279898
8579,Detox Vaccine?,a58498183
8580,Vaccination dosage,a54578248
8581,Sleepy after vaccinations?,a32862973
8584,Ebola vaccine,a58919284
8585,flu shot,a67410736
8586,Moms who are not/will not vaccinate. Not a debate!,a43494358
8587,LO reaction to vaccinations?,a60376654
8588,Tdap Question,a62896858
8590,Vaxers- what are you doing about the flu vaccine?,a38425846
8592,Tdap vaccine shot,a57158833
8593,"I should report this to CPS, right?",a66685093
8594,2 month vaccines - red cheeks fever,a65172616
8595,Flu vaccine while pregnant and nursing?,a45099550
8596,She's here! Suppose to behappy but vaccine scare -trigger?,a36993769
8598,20 day old baby on life support after getting pertussis,a45574765
8601,Rotavirus vaccine,a58803766
8603,Anyone else getting Tdap?,a68032672
8605,To vaccinate or not to vaccinate...,a48278353
8606,balto didnt die for you to not vaccinate your kids,a55674691
8607,For moms who vaccinated,a46819420
8608,Am I asking too much (flu shot related)? *possible trigger*,a60724492
8609,"Complicated relationship with SIL (and rest of family, really)",a59676079
8610,Vaccine Question,a57238393
8611,HELP! Rotavirus Vaccine side effects.,a57242797
8612,H1N1 vaccine linked to 700% increase in miscarriages,a25462285
8613,Huge fight with DH family (super long),a45773893
8614,Another Vaccination Debate,a45997723
8615,"2 Month Checkup and Vaccines - I BAWLED, lol",a48778210
8616,Spacing out vaccines?,a59038489
8617,Selective vaccinations,a40540399
8619,Vaccines are evil!,a42707155
8621,Do we put our cat to sleep?,a69049039
8622,cervical cancer vaccine and minorities,a45458455
8625,Vaccinations,a57919453
8627,Should I take my unvaccinated child due to medical reasons out of school?,a55110820
8629,This doesn’t sit right with me..,a68206822
8630,Aborted fetal cells in vaccines?,a55607938
8631,Tdap for family?,a66803662
8632,Disney with baby,a69709220
8634,Four vaccinations today,a59520127
8635,Is anyone getting T-DAP vaccine?,a40461931
8636,Vaccination Debate,a31260877
8637,Strong Vaccination readings ***TRIGGER***,a45009232
8638,Magic School bus and vaccines (NAD),a56471659
8639,"Whooping Cough Vaccine (edited to clarify I have a toddler, pg w/ 2nd)",a51777061
8640,Chicken pox parties?,a59551804
8641,:/ WWYD,a65599546
8642,Anyone have a vaccine reaction like this?,a61325470
8644,Abortion byproducts and vaccines,a43901503
8645,vaccinations?,a43453687
8646,2 months vaccinations!!,a55707913
8647,"I had half a beer, also I live in animal excrement. UD throughout; letter 7. Response 17, 22",a52078417
8648,Nervous about 2mo shots tomorrow!,a64037539
8650,Vaccine questions,a55636921
8651,Moms who don't vaccinate ((lil long)),a46380121
8652,Whooping cough vaccination,a66411001
8653,Informative Site Regarding The Link Between Vaccinations & Autism,a47380987
8654,vaccination crazy..,a39458044
8655,S/O MMR Vaccine Reaction,a55087759
8656,Vaccination Poll ( just out of curiosity ),a47520223
8657,"1st time mommie ! Tips,Tips,Tips",a73202233
8658,POLL: Do you vaccinate?,a35680048
8659,Circumcision & Vaccines,a54130189
8660,DTaP is bad news for babies,a40978273
8661,Not eating after vaccines?,a55634110
8662,no vaccine means no vaccine!! any help will be appreciated :) LONG,a40763062
8664,Vaccination !!,a59662660
8665,Are you getting the TDap Vaccine while Pregnant?,a47941603
8666,Flu Vaccine?,a59170492
8667,Whooping Cough Vaccine -Poll,a46220524
8668,Name your vaccine schedule,a41285752
8669,Pertussis vaccine!,a42356164
8670,Are you only allowing people who have tDap and flu shot visit your newborn?,a70560556
8672,Non-vac mom and schooling,a64374421
8673,Is it difficult to get vaccinations in your area?,a46049116
8674,To vaccinate or not?,a46000930
8676,Cosleeping and sleeping through the night,a69500426
8677,TDAP Vaccine,a58399930
8679,Tdap- whooping cough vaccine,a48827344
8681,Pretty sure Im not going to vaccinate,a26710525
8682,MMR vaccine!!,a64688134
8683,Vaccination Question... Help,a62755825
8685,Whaaa??? New required Ebola vaccine causes birth defects??!!,a52938613
8687,Horrible Vaccination Experience!!!,a57985657
8688,Whooping cough,a68450596
8689,Age by weeks or months?,a65700523
8690,Measles vaccine and autism.,a54995713
8691,Whooping Cough vaccine,a46726588
8692,Did you space out all of the 2-month vaccines or got them all together?,a38847781
8694,Tdap vaccine anyone?,a59463916
8695,What should LO take after vaccination?,a51352846
8696,"New puppy, parvo and apartment living",a69412106
8697,Anyone else have a needle problem??,a69924704
8698,Delayed Vaccine Schedule? Question for pediatrician?,a46983148
8699,Whooping caugh vaccine while pregnant?,a49594597
8700,vaccinations for infants.,a39917395
8701,"Haven't been on in like, 7 months. Need advice, doctor effed up",a65393239
8702,for those who dont vaccinate read this,a52495738
8703,Vaccines to start school?!?! Are they kidding with this list?,a35854771
8704,Who is not vaccinating?,a33277129
8705,Vaccinations at birth and and the Dr. Sears schedule? Please advise new crunchy mom,a50874892
8706,Vaccines & Day Care,a38578384
8707,Needed vaccines before babies comes- please help!,a61566682
8708,"vaccination (yes, this again) POLL",a47641630
8710,Taking the baby out,a68027377
8712,Chicken pox vaccine,a32048709
8713,4 month vaccines,a53654740
8714,Congress reveals CDC destroyed scientific data linking vaccines to autism.,a58313941
8716,Homeschooling and vaccines?,a32480585
8717,MIL in delivery room? Poll.,a61498051
8718,Tdap during pregnancy,a61886578
8719,Is it really bad to get vaccines late?,a63348166
8721,Do you give your baby tylenol before a vaccination?,a17530755
8722,Chicken pox vaccine,a50960179
8723,"FTM Vaccine Questions. Temp, sleep, et cetera.",a58471801
8725,Whooping Cough Vaccine,a51715477
8726,Did your LO have reactions to their vaccines?,a54302731
8727,Vaccines,a29618475
8728,EV-D68 affecting ONLY kids who have been vaccinated? What?,a52287031
8730,An interesting read about vaccinations,a36302203
8732,Pregnancy vaccines,a57690181
8736,Vaccinations!!! Concerned FTM,a54420217
8737,Are any of you mommys planning to get whooping cough vaccine while pregnant?,a55521058
8738,Hepatitis B vaccine?,a50745760
8739,Flu Vaccine Poll,a36441931
8740,Not Vaccinating - Info for other vaccine thread,a30583505
8742,Another Vaccination Debate,a33940174
8743,Should I give my baby vaccination shots,a53859301
8744,Just saw on the News.. Effectiveness of Flu Vaccine,a40172731
8745,Who will be vaccinating?,a25808111
8746,Antibiotics after vaccinations,a63989986
8747,4 months.,a69230294
8748,STOP TALKING ABOUT VACCINATIONS!,a35914501
8749,Vaccine Record App?,a62945962
8750,Do any of you have this vaccine?,a44795761
8751,To vaccinate or not to vaccinate your LO,a23021585
8752,Do you vaccinate?,a50114152
8753,Vaccinations,a54996634
8756,6 month vaccines - bad reaction?,a55589923
8757,How vaccines cause autism,a47409181
8758,Anyone already taken LO for 4 mo vaccines?,a64858588
8759,Thoughts on Whooping Cough Vaccine,a57700903
8760,Is it safe to let them be around my new baby? Vaccines?,a26520831
8761,Flu vaccine,a52693324
8763,Severe reaction to pneumococcal vaccine . Help!!,a63440488
8764,Missed vaccines,a64807837
8766,VACCINATIONS- regrets,a32566723
8768,vaccines causing autism,a45771487
8769,DTaP vaccine,a48966115
8770,Featured Group of the Week - VPDs/Vaccines Discussion,a61581391
8772,Tylenol before vaccines,a55699534
8773,Why don't you vaccinate!,a31565899
8774,Great article on the relationship between vaccines and autism,a47899075
8775,Vaccine Reaction--Possible Trigger,a38239078
8776,Seriously need help,a68778973
8777,MOM BOARDS BE LIKE!,a69041101
8779,Whooping Cough Vaccine,a65041312
8780,Really quick read on vaccines and autism,a48527821
8781,Flu Season Babies,a70165151
8782,Vaccines,a54216973
8783,MMR vaccine,a30111675
8784,Tdap problems still...need advice.,a50475316
8785,Anyone else make the mistake of getting both the Flu and Tetanus/Pertussis Vaccines on the same day?,a45910069
8787,no vaccinations,a42201085
8788,S/O: Mercury in vaccines,a35067799
8789,F you vaccines!! Seriously f you.,a53936569
8791,9 month vaccines?,a50896774
8793,Seizures from vaccines,a49559128
8795,Baby visitation rules are offending people,a69639770
8797,Are you getting the pertussis vaccine?,a29367633
8798,Vaccinated 4 yr old gets chicken pox,a46671715
8799,Are you getting your child the MMR vaccine at 1 year appointment?,a28672757
8800,Whooping cough vaccine,a47736817
8802,Did anyone delay vaccines?,a55415644
8803,the real story on the MMR vaccine and autism.,a55899670
8804,Whooping cough vaccine,a52589092
8805,2 month vaccines inconsolable screaming,a56961373
8806,OMG DID U KNOW this about VACCINES???,a36630571
8807,my baby gets her vaccines tomorrow what to expect ftm?,a57822079
8811,SO doesn't want to vaccinate...?,a42915145
8813,Interesting Dtap vaccine article,a49768495
8814,How do you ask family to get the pertussis vaccine?,a43568563
8816,Who should get whooping cough vaccine?,a55037527
8817,Jenny McCarthy....,a46807579
8819,Talking to family about vaccines,a51698869
8821,"Having second thoughts, need advice.",a49480690
8822,Vaccination & School,a28497069
8823,vaccine,a60900601
8824,baby vaccines,a58240273
8825,Not a vaccine debate but question,a69117530
8826,4 mo. vaccinations,a61797253
8827,vaccination,a35050354
