,sent,c_id,comment_author,thread_id,comment_date,pattern_matched,text_short,negations,amod_subj_xcomp_lemma,amod_subj_xcomp_lower,compound_subj_xcomp_lemma,compound_subj_xcomp_lower,pos_subj_xcomp_lemma,pos_subj_xcomp_lower,subject_xcomp_lemma,subject_xcomp_lower,verb_xcomp_lemma,verb_xcomp_lower,verb_phrase_xcomp,verb_tense_xcomp,amod_subj_lemma,amod_subj_lower,compound_subj_lemma,compound_subj_lower,pos_subj_lemma,pos_subj_lower,subject_lemma,subject_lower,subject_active,verb_lemma,verb_lower,verb_phrase,verb_tense,dobj_amod_lemma,dobj_amod_lower,compound_dobj_lemma,compound_dobj_lower,pos_dobj_lemma,pos_dobj_lower,dobj_lemma,dobj_lower
1829,we are going to space them out a few weeks for next child.,c2093938939,IzzyKate,a20199355,12/18/2009,delay_verbs,we are going to space them out a few,1,,,,,,,we,we,go,going,are going,PresentContinuous,,,,,,,,,,space,space,to space,Infinite,few,few,,,,,"them, week","them, weeks"
1830,"if you want an alternative vax schedule, you may consider dr sears' schedule.",c2362397656,onelittlesweetpea,a29937821,10/22/2011,schedule_noun,you want an alternative vax schedule,1,,,,,,,,,,,,,,,,,,,you,you,ACTIVE,want,want,want,PresentSimple,alternative,alternative,vax,vax,,,schedule,schedule
1831,"if you want an alternative vax schedule, you may consider dr sears' schedule.",c2362397656,onelittlesweetpea,a29937821,10/22/2011,schedule_noun,you may consider dr sears' schedule,1,,,,,,,,,,,,,,,,,,,you,you,ACTIVE,consider,consider,may consider,Conditional,,,,,sears,sears,schedule,schedule
1832,i am choosing to break them up and give to him on a delayed schedule.,c2378203889,MommyDanni,a32483925,04/03/2012,schedule_noun,give to him on a delayed schedule,1,,,,,,,,,,,,,,,,,,,,,PASSIVE,give,give,give,Infinite,delay,delayed,,,,,schedule,schedule
1833,i am just doing the regular schedule he has them on tuesday..,c2447271191,drk520,a48121852,02/27/2014,schedule_noun,i am just doing the regular schedule,1,,,,,,,,,,,,,,,,,,,i,i,ACTIVE,do,doing,am doing,PresentContinuous,regular,regular,,,,,schedule,schedule
1834,we are delaying shots until my son's at least two and then we will decide if he gets any or which ones he gets.,c2534855864,myriamc96,a63236632,06/29/2016,delay_verbs,we are delaying shots,1,,,,,,,,,,,,,,,,,,,we,we,ACTIVE,delay,delaying,are delaying,PresentContinuous,,,,,,,shot,shots
1835,"i will be vaccinating, i am not sure if i will do the mmr on the delayed schedule or not yet, still need to research more.",c2012528954,MerelyMagic,a3535255,12/22/2008,schedule_noun,i will do the mmr on the delayed schedule,1,,,,,,,,,,,,,,,,,,,i,i,ACTIVE,do,do,will do,Future,delay,delayed,,,,,schedule,schedule
1836,we do go to an office that will not treat patients unless they follow the cdc schedule of vaccinations but i am not sure about the flu since we get it.,c2511618829,MomaBaker,a59530234,10/16/2015,schedule_noun,they follow the cdc schedule,1,,,,,,,,,,,,,,,,,,,they,they,ACTIVE,follow,follow,follow,PresentSimple,,,cdc,cdc,,,schedule,schedule
1837,"with second child, we did a delayed vaccination schedule and our dr was very supportive.",c2537565588,Ladyc2016,a63625042,08/05/2016,schedule_noun,we did a delayed vaccination schedule,1,,,,,,,,,,,,,,,,,,,we,we,ACTIVE,do,did,did,PastSimple,delayed,delayed,vaccination,vaccination,,,schedule,schedule
1838,i think we may delay some vaccinations again and have them spread out at different times again.,c2537565588,Ladyc2016,a63625042,08/05/2016,delay_verbs,we may delay some vaccinations,1,,,,,,,,,,,,,,,,,,,we,we,ACTIVE,delay,delay,may delay,Conditional,,,,,,,vaccination,vaccinations
1839,my pedi vaccinated all her kids however she delayed some vaccinations to spread it out and make it easier.,c2441638206,Stone_Family,a46968304,01/09/2014,delay_verbs,she delayed some vaccinations,1,,,,,,,,,,,,,,,,,,,she,she,ACTIVE,delay,delayed,delayed,PastSimple,,,,,,,vaccination,vaccinations
1840,"hippo we vaccinate on schedule, always, because we live in africa and some of those diseases are a real thing for us, such as hep a.",c2410307927,Madison_,a39811606,02/08/2013,schedule_noun,we vaccinate on schedule,1,,,,,,,,,,,,,,,,,,,we,we,ACTIVE,vaccinate,vaccinate,vaccinate,PresentSimple,,,,,,,schedule,schedule
1841,we delay some vaccinations.,c2059745006,CathyJean,a14357145,08/31/2009,delay_verbs,we delay some vaccinations,1,,,,,,,,,,,,,,,,,,,we,we,ACTIVE,delay,delay,delay,PresentSimple,,,,,,,vaccination,vaccinations
1842,we also delayed the hepatitis vaccines on our kids until they went to preschool.,c2059745006,CathyJean,a14357145,08/31/2009,delay_verbs,we also delayed the hepatitis vaccines,1,,,,,,,,,,,,,,,,,,,we,we,ACTIVE,delay,delayed,delayed,PastSimple,hepatitis,hepatitis,,,,,vaccine,vaccines
1843,we did do most vaccines on schedule.,c2059745006,CathyJean,a14357145,08/31/2009,schedule_noun,we did do most vaccines on schedule,1,,,,,,,,,,,,,,,,,,,we,we,ACTIVE,do,do,did do,PastSimple,,,,,,,schedule,schedule
1844,we delayed vax with jude.,c2359292604,maybekatie,a29422943,09/18/2011,delay_verbs,we delayed vax,1,,,,,,,,,,,,,,,,,,,we,we,ACTIVE,delay,delayed,delayed,PastSimple,,,,,,,vax,vax
1845,i have vaccinated my son on schedule and will continue with this child.,c2449097139,tangojuliet,a48495022,03/16/2014,schedule_noun,i have vaccinated my son on schedule,1,,,,,,,,,,,,,,,,,,,i,i,ACTIVE,vaccinate,vaccinated,have vaccinated,PresentPerfect,,,,,,,schedule,schedule
1846,we are on a normal vax schedule..,c2174070808,Hazels_Mommy,a23257075,06/23/2010,schedule_noun,we are on a normal vax schedule,1,,,,,,,,,,,,,,,,,,,we,we,ACTIVE,be,are,are,PresentSimple,normal,normal,vax,vax,,,schedule,schedule
1847,dear husband and i have not made up our mind if we are doing delayed or normal schedule...i was just wondering if this were normal to insult parents for chosing to delay or not to vaccinate at all.,c2413732442,amyrs2880,a40642675,03/13/2013,schedule_noun,we are doing delayed or normal schedule,1,,,,,,,,,,,,,,,,,,,we,we,ACTIVE,do,doing,are doing,PresentContinuous,"normal, delayed","normal, delayed",,,,,schedule,schedule
1848,we only split the 1 year shots because of the 2 live vaccines being given together at once.,c2365887031,mjr040508,a30491701,11/30/2011,delay_verbs,we only split the 1 year shots,1,,,,,,,,,,,,,,,,,,,we,we,ACTIVE,split,split,split,PastSimple,,,year,year,,,shot,shots
1849,some of our friends who did not split them said their kids had a tough time with them.,c2365887031,mjr040508,a30491701,11/30/2011,delay_verbs,who did not split them,-1,,,,,,,,,,,,,,,,,,,who,who,ACTIVE,split,split,did split,PastSimple,,,,,,,them,them
1850,"my doctor tells me to give tylenol prior to shots , i am doing the delayed schedule so my baby only gets a shot at a time .",c2562834445,Dillmia,a67788139,10/26/2017,schedule_noun,i am doing the delayed schedule,1,,,,,,,,,,,,,,,,,,,i,i,ACTIVE,do,doing,am doing,PresentContinuous,delay,delayed,,,,,schedule,schedule
1851,my daughter has never had any reaction to any shots and she has gotten them all on a regular schedule.,c2162249602,tjk88,a22906863,05/26/2010,schedule_noun,she has gotten them all on a regular schedule,1,,,,,,,,,,,,,,,,,,,she,she,ACTIVE,get,gotten,has gotten,PresentPerfect,regular,regular,,,,,schedule,schedule
1852,"most parents who chose to not vaccinate, or who delay, do research.",c2420370837,hollerwood,a42136075,05/21/2013,delay_verbs,who delay,1,,,,,,,,,,,,,,,,,,,who,who,ACTIVE,delay,delay,delay,PresentSimple,,,,,,,,
1853,we vax on schedule.,c2411456705,Everworld,a40102933,02/19/2013,schedule_noun,we vax on schedule,1,,,,,,,,,,,,,,,,,,,we,we,ACTIVE,vax,vax,vax,PresentSimple,,,,,,,schedule,schedule
1854,"the main vaccines they will get, some will be delayed.",c2534558722,Thoress,a63188371,06/25/2016,delay_verbs,some will be delayed,1,,,,,,,,,,,,,,,,,,,some,some,PASSIVE,delay,delayed,will be delayed,Future,,,,,,,,
1855,the ped for my ds dropped us as patients because i refused some specific vaccines- i just wanted to delay them.,c2565445348,mommaofmicah,a68245597,12/29/2017,delay_verbs,i just wanted to delay them,1,,,,,,,i,i,want,wanted,wanted,PastSimple,,,,,,,,,,delay,delay,to delay,Infinite,,,,,,,them,them
1856,we are going to do a delayed schedule but after talking with the ped he agreed to do 2 shots today!!,c2542328444,bestmommy65,a64437586,10/14/2016,schedule_noun,we are going to do a delayed schedule,1,,,,,,,we,we,go,going,are going,PresentContinuous,,,,,,,,,,do,do,to do,Infinite,delay,delayed,,,,,schedule,schedule
1857,my little one is getting his vaccines on schedule.,c2362146622,Buckette19,a29901835,10/19/2011,schedule_noun,my little one is getting his vaccines on schedule,1,,,,,,,,,,,,,little,little,,,my,my,one,one,ACTIVE,get,getting,is getting,PresentContinuous,,,,,,,schedule,schedule
1858,"dear son is vaccinated on schedule, so far.",c2367394362,sarahkali08,a30739285,12/16/2011,schedule_noun,dear son is vaccinated on schedule,1,,,,,,,,,,,,,dear,dear,,,,,son,son,PASSIVE,vaccinate,vaccinated,is vaccinated,PresentPassive,,,,,,,schedule,schedule
1859,"question to those moms that delay but fully vaccinate....both girls were vaccinated on schedule, but would def like to delay as i think it is a lot at once for their little bodies and i am a stay-at-home mom.",c2111042069,momofgirls78,a21474441,02/02/2010,schedule_noun,girls were vaccinated on schedule,1,,,,,,,,,,,,,,,,,,,girl,girls,PASSIVE,vaccinate,vaccinated,were vaccinated,PastPassive,,,,,,,schedule,schedule
1860,"question to those moms that delay but fully vaccinate....both girls were vaccinated on schedule, but would def like to delay as i think it is a lot at once for their little bodies and i am a stay-at-home mom.",c2111042069,momofgirls78,a21474441,02/02/2010,delay_verbs,that delay,1,,,,,,,,,,,,,,,,,,,that,that,ACTIVE,delay,delay,delay,PresentSimple,,,,,,,,
1861,"personally, if she offered to delay the visit, i would.",c2583346954,Tara51615,a71361844,02/17/2019,delay_verbs,she offered to delay the visit,1,,,,,,,she,she,offer,offered,offered,PastSimple,,,,,,,,,,delay,delay,to delay,Infinite,,,,,,,visit,visit
1862,all fully vaccinated on the cdc schedule.,c2507521573,Groda,a58912330,09/08/2015,schedule_noun,all fully vaccinated on the cdc schedule,1,,,,,,,,,,,,,,,,,,,all,all,ACTIVE,vaccinate,vaccinated,vaccinated,PastParticipe,,,cdc,cdc,,,schedule,schedule
1863,"we vaccinate, but we delay, and start a staggered schedule at 4 months.",c2534450100,scorpionsojourn,a63171181,06/24/2016,schedule_noun,"we delay, and start a staggered schedule",1,,,,,,,,,,,,,,,,,,,we,we,ACTIVE,start,start,start,Infinite,staggered,staggered,,,,,schedule,schedule
1864,"we vaccinate, but we delay, and start a staggered schedule at 4 months.",c2534450100,scorpionsojourn,a63171181,06/24/2016,delay_verbs,we delay,1,,,,,,,,,,,,,,,,,,,we,we,ACTIVE,delay,delay,delay,PresentSimple,,,,,,,,
1865,then i vaccinated him on a delayed schedule.,c2409892757,Ms Lara F,a39701839,02/04/2013,schedule_noun,i vaccinated him on a delayed schedule,1,,,,,,,,,,,,,,,,,,,i,i,ACTIVE,vaccinate,vaccinated,vaccinated,PastSimple,delay,delayed,,,,,schedule,schedule
1866,actually most pedis do allow them to be split up.,c2258838902,sammie3188,a25487779,12/13/2010,delay_verbs,them to be split,1,,,,,,,,,,,,,,,,,,,them,them,PASSIVE,split,split,to be split,Infinite,,,,,,,,
1867,"my dr said they split the dose in half, we go back in 2 weeks for the second shot.",c2516123936,NerdyLisa,a60271705,11/30/2015,delay_verbs,they split the dose,1,,,,,,,,,,,,,,,,,,,they,they,ACTIVE,split,split,split,PastSimple,,,,,,,dose,dose
1868,i did not have that choice with my odd bc our private daycare center required her to be vaxed according to cdc schedule.,c2421782363,Kelbelll,a42444580,06/04/2013,schedule_noun,i did not have that choice with my odd bc our private daycare center required her to be vaxed according to cdc schedule,-1,,,,,,,i,i,require,required,required,PastSimple,,,,,,,,,,vaxe,vaxed,to be vaxed,Infinite,,,cdc,cdc,,,schedule,schedule
1869,you can delay and stop vax's whenever you want.,c2286154386,BMStew1,a26098991,01/25/2011,delay_verbs,you can delay,1,,,,,,,,,,,,,,,,,,,you,you,ACTIVE,delay,delay,can delay,Conditional,,,,,,,,
1870,"some of us use a delayed schedule, pointing to the research that says that vaccines are good but the typical schedule is bad.",c2085367524,xAlanna,a18927045,11/24/2009,schedule_noun,some of us use a delayed schedule,1,,,,,,,,,,,,,,,,,,,some,some,ACTIVE,use,use,use,PresentSimple,delay,delayed,,,,,schedule,schedule
1871,"and some of us do the regular schedule, and point to the research that shows that there is no factual evidence that thimerosol or the current schedule actually leads to an increased risk.",c2085367524,xAlanna,a18927045,11/24/2009,schedule_noun,some of us do the regular schedule,1,,,,,,,,,,,,,,,,,,,some,some,ACTIVE,do,do,do,PresentSimple,regular,regular,,,,,schedule,schedule
1872,"and some of us do the regular schedule, and point to the research that shows that there is no factual evidence that thimerosol or the current schedule actually leads to an increased risk.",c2085367524,xAlanna,a18927045,11/24/2009,schedule_noun,thimerosol or the current schedule actually leads,1,,,,,,,,,,,,,,,,,,,thimerosol,thimerosol,ACTIVE,lead,leads,leads,PresentSimple,current,current,,,,,schedule,schedule
1873,we do a selective and delayed schedule.,c2406196051,GuineaHousewife,a38908555,01/02/2013,schedule_noun,we do a selective and delayed schedule,1,,,,,,,,,,,,,,,,,,,we,we,ACTIVE,do,do,do,PresentSimple,"selective, delayed","selective, delayed",,,,,schedule,schedule
1874,that is the tactic many parents use who do not vax on schedule).,c2513475689,fascinatedwithlife,a59848744,11/03/2015,schedule_noun,who do not vax on schedule,-1,,,,,,,,,,,,,,,,,,,who,who,ACTIVE,vax,vax,do vax,PresentSimple,,,,,,,schedule,schedule
1875,my son has received all his vaccines on schedule and the worst thing that happened was a bit of soreness at the site.,c2564246523,liswithans,a68034718,11/28/2017,schedule_noun,my son has received all his vaccines on schedule,1,,,,,,,,,,,,,,,,,my,my,son,son,ACTIVE,receive,received,has received,PresentPerfect,,,,,,,schedule,schedule
1876,"i am very pro-vax, and we are vexing on-schedule, but i would be asking my mom, who is an infection control rn, for her thoughts before doing this.",c2190351555,koenigincarrie,a23710915,07/29/2010,schedule_noun,we are vexing on-schedule,1,,,,,,,,,,,,,,,,,,,we,we,ACTIVE,vex,vexing,are vexing,PresentContinuous,,,,,,,schedule,schedule
1877,we will be delaying and selectively vaxing here.,c2424685731,Mama2be2014,a43094713,07/07/2013,delay_verbs,we will be delaying,1,,,,,,,,,,,,,,,,,,,we,we,ACTIVE,delay,delaying,will be delaying,Future,,,,,,,,
1878,we are going to be doing a delayed selective schedule with all vaccines.,c2463460741,alr23,a51326761,07/27/2014,schedule_noun,we are going to be doing a delayed selective schedule,1,,,,,,,we,we,go,going,are going,PresentContinuous,,,,,,,,,,do,doing,to be doing,Undetermined,"selective, delay","selective, delayed",,,,,schedule,schedule
1879,"my guy ha all the shots apart from flu, we just space them out and he goes back a month after regular visits to get the rest.",c2549546039,FromNYtoTX,a65558374,02/08/2017,delay_verbs,we just space them,1,,,,,,,,,,,,,,,,,,,we,we,ACTIVE,space,space,space,PresentSimple,,,,,,,them,them
1880,i get them on schedule.,c2125665830,ZoeSand,a21910541,03/08/2010,schedule_noun,i get them on schedule,1,,,,,,,,,,,,,,,,,,,i,i,ACTIVE,get,get,get,PresentSimple,,,,,,,schedule,schedule
1881,we are also delaying and skipping some vaccines.,c2419584938,BrianaLeigh815,a41957188,05/12/2013,delay_verbs,we are also delaying,1,,,,,,,,,,,,,,,,,,,we,we,ACTIVE,delay,delaying,are delaying,PresentContinuous,,,,,,,,
1882,we delayed his mmr shot till he was 3.5 yrs old.,c2231684667,momto3pinkand1blue,a24837263,10/25/2010,delay_verbs,we delayed his mmr shot,1,,,,,,,,,,,,,,,,,,,we,we,ACTIVE,delay,delayed,delayed,PastSimple,,,mmr,mmr,,,shot,shot
1883,even though i was always sckeptical about the whole vaccines causing autism thing it still caused me a lot of worry and i even delayed my son's mmr and then afterwards i watched him like a hawk for weeks to see if anything happened to him.,c2274142815,Kasiu,a25801751,01/06/2011,delay_verbs,i even delayed my son's mmr,1,,,,,,,,,,,,,,,,,,,i,i,ACTIVE,delay,delayed,delayed,PastSimple,,,,,son,son,mmr,mmr
1884,"i am definitely pro eventually vaccinating him against everything, just want to delay and spread them out.",c2461233396,LinaMom2Boys,a50826634,07/07/2014,delay_verbs,"i am definitely pro eventually vaccinating him against everything, just want to delay",1,,,,,,,i,i,want,want,want,PresentSimple,,,,,,,,,,delay,delay,to delay,Infinite,,,,,,,,
1885,"we generally vaccinate on schedule, but delay hep b and break up the shots.",c2419240414,ringler24,a41876032,05/08/2013,schedule_noun,we generally vaccinate on schedule,1,,,,,,,,,,,,,,,,,,,we,we,ACTIVE,vaccinate,vaccinate,vaccinate,PresentSimple,,,,,,,schedule,schedule
